class_name,image_path,target
n03871628,n03871628/sketch_23.JPEG,331
n07248320,n07248320/sketch_47.JPEG,461
n07716358,n07716358/sketch_36.JPEG,469
n03933933,n03933933/sketch_49.JPEG,339
n04479046,n04479046/sketch_41.JPEG,426
n03673027,n03673027/sketch_4.JPEG,306
n01950731,n01950731/sketch_49.JPEG,66
n02100236,n02100236/sketch_2.JPEG,121
n02056570,n02056570/sketch_45.JPEG,80
n13052670,n13052670/sketch_24.JPEG,498
n04209239,n04209239/sketch_48.JPEG,380
n02443114,n02443114/sketch_30.JPEG,208
n01494475,n01494475/sketch_33.JPEG,2
n04505470,n04505470/sketch_29.JPEG,434
n02641379,n02641379/sketch_49.JPEG,220
n04229816,n04229816/sketch_45.JPEG,381
n02089867,n02089867/sketch_0.JPEG,95
n02092002,n02092002/sketch_18.JPEG,103
n02089867,n02089867/sketch_15.JPEG,95
n07920052,n07920052/sketch_0.JPEG,484
n03347037,n03347037/sketch_2.JPEG,280
n02097047,n02097047/sketch_10.JPEG,113
n02099267,n02099267/sketch_35.JPEG,119
n02106166,n02106166/sketch_13.JPEG,138
n02793495,n02793495/sketch_8.JPEG,236
n01739381,n01739381/sketch_0.JPEG,34
n03544143,n03544143/sketch_40.JPEG,298
n02096585,n02096585/sketch_17.JPEG,112
n02105162,n02105162/sketch_27.JPEG,133
n02643566,n02643566/sketch_3.JPEG,221
n04493381,n04493381/sketch_37.JPEG,432
n03891251,n03891251/sketch_35.JPEG,334
n02109047,n02109047/sketch_11.JPEG,146
n04033901,n04033901/sketch_18.JPEG,355
n02088632,n02088632/sketch_28.JPEG,94
n04550184,n04550184/sketch_4.JPEG,445
n04596742,n04596742/sketch_46.JPEG,455
n07754684,n07754684/sketch_18.JPEG,479
n02727426,n02727426/sketch_47.JPEG,230
n04263257,n04263257/sketch_17.JPEG,390
n03788365,n03788365/sketch_3.JPEG,323
n07753592,n07753592/sketch_22.JPEG,478
n02109525,n02109525/sketch_15.JPEG,147
n02077923,n02077923/sketch_31.JPEG,82
n03794056,n03794056/sketch_14.JPEG,326
n01728572,n01728572/sketch_43.JPEG,31
n02410509,n02410509/sketch_27.JPEG,199
n02992529,n02992529/sketch_24.JPEG,261
n04550184,n04550184/sketch_22.JPEG,445
n13054560,n13054560/sketch_49.JPEG,499
n02018795,n02018795/sketch_14.JPEG,76
n02951585,n02951585/sketch_5.JPEG,257
n03207941,n03207941/sketch_34.JPEG,273
n03857828,n03857828/sketch_42.JPEG,330
n04296562,n04296562/sketch_34.JPEG,393
n04507155,n04507155/sketch_45.JPEG,435
n02102480,n02102480/sketch_22.JPEG,130
n01910747,n01910747/sketch_8.JPEG,62
n02105056,n02105056/sketch_34.JPEG,132
n04532106,n04532106/sketch_34.JPEG,441
n04266014,n04266014/sketch_25.JPEG,391
n02097209,n02097209/sketch_26.JPEG,115
n04125021,n04125021/sketch_43.JPEG,367
n02129604,n02129604/sketch_2.JPEG,172
n01644900,n01644900/sketch_31.JPEG,23
n01530575,n01530575/sketch_39.JPEG,6
n04599235,n04599235/sketch_50.JPEG,456
n04435653,n04435653/sketch_39.JPEG,419
n04141076,n04141076/sketch_23.JPEG,371
n04560804,n04560804/sketch_19.JPEG,449
n04229816,n04229816/sketch_31.JPEG,381
n01698640,n01698640/sketch_27.JPEG,29
n03598930,n03598930/sketch_22.JPEG,301
n02410509,n02410509/sketch_30.JPEG,199
n02092339,n02092339/sketch_32.JPEG,104
n02727426,n02727426/sketch_25.JPEG,230
n02114712,n02114712/sketch_9.JPEG,162
n03271574,n03271574/sketch_17.JPEG,276
n03724870,n03724870/sketch_43.JPEG,313
n02085782,n02085782/sketch_46.JPEG,84
n02100583,n02100583/sketch_40.JPEG,122
n03496892,n03496892/sketch_14.JPEG,294
n04209133,n04209133/sketch_44.JPEG,379
n02727426,n02727426/sketch_1.JPEG,230
n02092339,n02092339/sketch_4.JPEG,104
n02100735,n02100735/sketch_2.JPEG,123
n03891251,n03891251/sketch_31.JPEG,334
n12998815,n12998815/sketch_38.JPEG,497
n04235860,n04235860/sketch_17.JPEG,382
n02917067,n02917067/sketch_6.JPEG,254
n10565667,n10565667/sketch_49.JPEG,492
n02906734,n02906734/sketch_40.JPEG,253
n02749479,n02749479/sketch_25.JPEG,232
n01860187,n01860187/sketch_7.JPEG,58
n03131574,n03131574/sketch_9.JPEG,270
n07753592,n07753592/sketch_32.JPEG,478
n03637318,n03637318/sketch_40.JPEG,303
n02088094,n02088094/sketch_20.JPEG,90
n03379051,n03379051/sketch_39.JPEG,283
n03271574,n03271574/sketch_10.JPEG,276
n04201297,n04201297/sketch_20.JPEG,376
n04505470,n04505470/sketch_49.JPEG,434
n01855672,n01855672/sketch_32.JPEG,57
n01739381,n01739381/sketch_24.JPEG,34
n01632777,n01632777/sketch_10.JPEG,20
n01753488,n01753488/sketch_15.JPEG,41
n03249569,n03249569/sketch_42.JPEG,275
n04493381,n04493381/sketch_5.JPEG,432
n04486054,n04486054/sketch_27.JPEG,429
n02027492,n02027492/sketch_18.JPEG,77
n01739381,n01739381/sketch_19.JPEG,34
n02892767,n02892767/sketch_5.JPEG,251
n02441942,n02441942/sketch_13.JPEG,206
n07860988,n07860988/sketch_37.JPEG,481
n03347037,n03347037/sketch_39.JPEG,280
n01807496,n01807496/sketch_3.JPEG,50
n02109525,n02109525/sketch_14.JPEG,147
n02808440,n02808440/sketch_20.JPEG,240
n01751748,n01751748/sketch_19.JPEG,40
n02102480,n02102480/sketch_45.JPEG,130
n07716358,n07716358/sketch_21.JPEG,469
n02088238,n02088238/sketch_47.JPEG,91
n01828970,n01828970/sketch_29.JPEG,52
n02110185,n02110185/sketch_37.JPEG,148
n04486054,n04486054/sketch_39.JPEG,429
n01641577,n01641577/sketch_2.JPEG,21
n01770393,n01770393/sketch_0.JPEG,43
n02090379,n02090379/sketch_1.JPEG,97
n02396427,n02396427/sketch_18.JPEG,194
n02457408,n02457408/sketch_15.JPEG,212
n04141975,n04141975/sketch_21.JPEG,372
n01632777,n01632777/sketch_0.JPEG,20
n03958227,n03958227/sketch_0.JPEG,343
n04485082,n04485082/sketch_23.JPEG,428
n04560804,n04560804/sketch_23.JPEG,449
n02094433,n02094433/sketch_34.JPEG,109
n04355338,n04355338/sketch_7.JPEG,402
n01695060,n01695060/sketch_3.JPEG,27
n03956157,n03956157/sketch_46.JPEG,342
n02172182,n02172182/sketch_11.JPEG,178
n07873807,n07873807/sketch_27.JPEG,482
n01770393,n01770393/sketch_45.JPEG,43
n03388043,n03388043/sketch_10.JPEG,284
n03781244,n03781244/sketch_22.JPEG,321
n01855672,n01855672/sketch_25.JPEG,57
n02132136,n02132136/sketch_17.JPEG,174
n01806567,n01806567/sketch_27.JPEG,49
n04235860,n04235860/sketch_15.JPEG,382
n03188531,n03188531/sketch_48.JPEG,272
n07860988,n07860988/sketch_48.JPEG,481
n04599235,n04599235/sketch_24.JPEG,456
n03794056,n03794056/sketch_17.JPEG,326
n03598930,n03598930/sketch_24.JPEG,301
n03976657,n03976657/sketch_36.JPEG,346
n02115913,n02115913/sketch_25.JPEG,163
n03063689,n03063689/sketch_39.JPEG,265
n02951585,n02951585/sketch_4.JPEG,257
n02011460,n02011460/sketch_4.JPEG,75
n01518878,n01518878/sketch_34.JPEG,5
n04275548,n04275548/sketch_39.JPEG,392
n02268443,n02268443/sketch_46.JPEG,180
n01739381,n01739381/sketch_30.JPEG,34
n04589890,n04589890/sketch_44.JPEG,452
n09472597,n09472597/sketch_6.JPEG,489
n04254777,n04254777/sketch_42.JPEG,388
n04584207,n04584207/sketch_39.JPEG,451
n04591713,n04591713/sketch_1.JPEG,454
n02091032,n02091032/sketch_35.JPEG,99
n04553703,n04553703/sketch_25.JPEG,446
n02088238,n02088238/sketch_17.JPEG,91
n02493793,n02493793/sketch_46.JPEG,217
n04579432,n04579432/sketch_3.JPEG,450
n03481172,n03481172/sketch_8.JPEG,293
n02999410,n02999410/sketch_13.JPEG,262
n10148035,n10148035/sketch_30.JPEG,491
n03124043,n03124043/sketch_36.JPEG,268
n03888605,n03888605/sketch_41.JPEG,333
n04004767,n04004767/sketch_6.JPEG,351
n02687172,n02687172/sketch_12.JPEG,224
n12998815,n12998815/sketch_45.JPEG,497
n02493509,n02493509/sketch_27.JPEG,216
n02094258,n02094258/sketch_14.JPEG,108
n02708093,n02708093/sketch_3.JPEG,229
n04532106,n04532106/sketch_20.JPEG,441
n04192698,n04192698/sketch_22.JPEG,375
n02058221,n02058221/sketch_12.JPEG,81
n01770393,n01770393/sketch_37.JPEG,43
n04296562,n04296562/sketch_48.JPEG,393
n04026417,n04026417/sketch_50.JPEG,354
n01795545,n01795545/sketch_35.JPEG,48
n02422699,n02422699/sketch_24.JPEG,203
n02999410,n02999410/sketch_23.JPEG,262
n04266014,n04266014/sketch_28.JPEG,391
n09288635,n09288635/sketch_35.JPEG,488
n03127925,n03127925/sketch_6.JPEG,269
n02412080,n02412080/sketch_9.JPEG,200
n09835506,n09835506/sketch_12.JPEG,490
n04074963,n04074963/sketch_29.JPEG,362
n02099601,n02099601/sketch_25.JPEG,120
n02100877,n02100877/sketch_49.JPEG,124
n02096585,n02096585/sketch_22.JPEG,112
n02906734,n02906734/sketch_4.JPEG,253
n01608432,n01608432/sketch_17.JPEG,16
n02037110,n02037110/sketch_49.JPEG,78
n02690373,n02690373/sketch_35.JPEG,225
n04204347,n04204347/sketch_40.JPEG,377
n04376876,n04376876/sketch_20.JPEG,411
n07742313,n07742313/sketch_38.JPEG,474
n04355338,n04355338/sketch_22.JPEG,402
n02493509,n02493509/sketch_3.JPEG,216
n01632777,n01632777/sketch_26.JPEG,20
n02111277,n02111277/sketch_19.JPEG,151
n02104029,n02104029/sketch_2.JPEG,131
n03759954,n03759954/sketch_8.JPEG,315
n03544143,n03544143/sketch_28.JPEG,298
n03692522,n03692522/sketch_40.JPEG,309
n04380533,n04380533/sketch_29.JPEG,412
n01860187,n01860187/sketch_33.JPEG,58
n03207941,n03207941/sketch_27.JPEG,273
n07718747,n07718747/sketch_4.JPEG,472
n04522168,n04522168/sketch_6.JPEG,438
n02077923,n02077923/sketch_37.JPEG,82
n03355925,n03355925/sketch_30.JPEG,281
n04037443,n04037443/sketch_17.JPEG,356
n04049303,n04049303/sketch_22.JPEG,360
n04418357,n04418357/sketch_48.JPEG,416
n04599235,n04599235/sketch_17.JPEG,456
n04507155,n04507155/sketch_20.JPEG,435
n04252225,n04252225/sketch_33.JPEG,386
n07742313,n07742313/sketch_33.JPEG,474
n01795545,n01795545/sketch_45.JPEG,48
n01744401,n01744401/sketch_20.JPEG,37
n03676483,n03676483/sketch_14.JPEG,307
n03857828,n03857828/sketch_28.JPEG,330
n04266014,n04266014/sketch_45.JPEG,391
n02808440,n02808440/sketch_12.JPEG,240
n04584207,n04584207/sketch_47.JPEG,451
n03891251,n03891251/sketch_21.JPEG,334
n02802426,n02802426/sketch_4.JPEG,239
n02097130,n02097130/sketch_14.JPEG,114
n02100583,n02100583/sketch_45.JPEG,122
n13052670,n13052670/sketch_17.JPEG,498
n02281787,n02281787/sketch_9.JPEG,184
n01677366,n01677366/sketch_40.JPEG,24
n01773797,n01773797/sketch_48.JPEG,44
n04235860,n04235860/sketch_49.JPEG,382
n03481172,n03481172/sketch_2.JPEG,293
n04493381,n04493381/sketch_7.JPEG,432
n02009912,n02009912/sketch_38.JPEG,74
n04081281,n04081281/sketch_18.JPEG,363
n03903868,n03903868/sketch_4.JPEG,336
n03584829,n03584829/sketch_40.JPEG,299
n03781244,n03781244/sketch_41.JPEG,321
n02799071,n02799071/sketch_5.JPEG,238
n02699494,n02699494/sketch_27.JPEG,227
n02672831,n02672831/sketch_5.JPEG,222
n07583066,n07583066/sketch_32.JPEG,463
n03775071,n03775071/sketch_24.JPEG,320
n03761084,n03761084/sketch_9.JPEG,316
n03355925,n03355925/sketch_21.JPEG,281
n02892201,n02892201/sketch_49.JPEG,250
n02814860,n02814860/sketch_5.JPEG,242
n03649909,n03649909/sketch_3.JPEG,305
n03355925,n03355925/sketch_32.JPEG,281
n02493793,n02493793/sketch_28.JPEG,217
n04372370,n04372370/sketch_13.JPEG,410
n04591713,n04591713/sketch_6.JPEG,454
n04040759,n04040759/sketch_48.JPEG,358
n04033901,n04033901/sketch_26.JPEG,355
n01614925,n01614925/sketch_32.JPEG,17
n04476259,n04476259/sketch_8.JPEG,425
n02130308,n02130308/sketch_39.JPEG,173
n02102040,n02102040/sketch_28.JPEG,127
n04536866,n04536866/sketch_40.JPEG,442
n02799071,n02799071/sketch_30.JPEG,238
n03355925,n03355925/sketch_27.JPEG,281
n11939491,n11939491/sketch_16.JPEG,493
n03530642,n03530642/sketch_22.JPEG,296
n04296562,n04296562/sketch_7.JPEG,393
n02641379,n02641379/sketch_11.JPEG,220
n02097209,n02097209/sketch_43.JPEG,115
n02445715,n02445715/sketch_33.JPEG,210
n03761084,n03761084/sketch_22.JPEG,316
n02799071,n02799071/sketch_16.JPEG,238
n02699494,n02699494/sketch_7.JPEG,227
n12768682,n12768682/sketch_38.JPEG,496
n07718747,n07718747/sketch_35.JPEG,472
n03814906,n03814906/sketch_12.JPEG,328
n04612504,n04612504/sketch_27.JPEG,459
n03998194,n03998194/sketch_2.JPEG,350
n01744401,n01744401/sketch_11.JPEG,37
n03530642,n03530642/sketch_16.JPEG,296
n03376595,n03376595/sketch_5.JPEG,282
n01580077,n01580077/sketch_5.JPEG,12
n02279972,n02279972/sketch_12.JPEG,182
n07248320,n07248320/sketch_17.JPEG,461
n02281787,n02281787/sketch_30.JPEG,184
n02927161,n02927161/sketch_12.JPEG,255
n04069434,n04069434/sketch_36.JPEG,361
n03673027,n03673027/sketch_21.JPEG,306
n04525305,n04525305/sketch_16.JPEG,440
n01518878,n01518878/sketch_23.JPEG,5
n03888605,n03888605/sketch_34.JPEG,333
n07583066,n07583066/sketch_50.JPEG,463
n04612504,n04612504/sketch_4.JPEG,459
n03787032,n03787032/sketch_46.JPEG,322
n02111889,n02111889/sketch_18.JPEG,153
n03793489,n03793489/sketch_34.JPEG,325
n04209239,n04209239/sketch_18.JPEG,380
n07875152,n07875152/sketch_10.JPEG,483
n02009229,n02009229/sketch_12.JPEG,73
n02011460,n02011460/sketch_49.JPEG,75
n03956157,n03956157/sketch_16.JPEG,342
n04344873,n04344873/sketch_37.JPEG,400
n03584829,n03584829/sketch_23.JPEG,299
n03063689,n03063689/sketch_8.JPEG,265
n01514668,n01514668/sketch_29.JPEG,4
n03271574,n03271574/sketch_35.JPEG,276
n03692522,n03692522/sketch_48.JPEG,309
n03788365,n03788365/sketch_41.JPEG,323
n02417914,n02417914/sketch_25.JPEG,202
n01740131,n01740131/sketch_37.JPEG,35
n02676566,n02676566/sketch_9.JPEG,223
n04040759,n04040759/sketch_16.JPEG,358
n04037443,n04037443/sketch_20.JPEG,356
n01739381,n01739381/sketch_4.JPEG,34
n02321529,n02321529/sketch_1.JPEG,185
n02094433,n02094433/sketch_32.JPEG,109
n03649909,n03649909/sketch_44.JPEG,305
n04428191,n04428191/sketch_11.JPEG,417
n01688243,n01688243/sketch_37.JPEG,25
n01740131,n01740131/sketch_6.JPEG,35
n04483307,n04483307/sketch_8.JPEG,427
n01950731,n01950731/sketch_45.JPEG,66
n03630383,n03630383/sketch_40.JPEG,302
n01910747,n01910747/sketch_44.JPEG,62
n03803284,n03803284/sketch_2.JPEG,327
n01872401,n01872401/sketch_2.JPEG,59
n02011460,n02011460/sketch_14.JPEG,75
n07742313,n07742313/sketch_36.JPEG,474
n04259630,n04259630/sketch_10.JPEG,389
n01608432,n01608432/sketch_13.JPEG,16
n02487347,n02487347/sketch_39.JPEG,214
n02279972,n02279972/sketch_16.JPEG,182
n02280649,n02280649/sketch_49.JPEG,183
n01753488,n01753488/sketch_20.JPEG,41
n02361337,n02361337/sketch_25.JPEG,190
n02692877,n02692877/sketch_28.JPEG,226
n01985128,n01985128/sketch_35.JPEG,70
n04554684,n04554684/sketch_5.JPEG,447
n02808440,n02808440/sketch_48.JPEG,240
n04557648,n04557648/sketch_34.JPEG,448
n12267677,n12267677/sketch_28.JPEG,495
n02100877,n02100877/sketch_20.JPEG,124
n13054560,n13054560/sketch_41.JPEG,499
n01518878,n01518878/sketch_0.JPEG,5
n02011460,n02011460/sketch_7.JPEG,75
n04325704,n04325704/sketch_34.JPEG,396
n03584829,n03584829/sketch_47.JPEG,299
n02165456,n02165456/sketch_47.JPEG,177
n04517823,n04517823/sketch_7.JPEG,437
n02906734,n02906734/sketch_19.JPEG,253
n02814860,n02814860/sketch_32.JPEG,242
n04429376,n04429376/sketch_1.JPEG,418
n02441942,n02441942/sketch_29.JPEG,206
n02236044,n02236044/sketch_23.JPEG,179
n03388043,n03388043/sketch_0.JPEG,284
n03976657,n03976657/sketch_50.JPEG,346
n04540053,n04540053/sketch_25.JPEG,443
n02101388,n02101388/sketch_2.JPEG,126
n03345487,n03345487/sketch_23.JPEG,279
n02027492,n02027492/sketch_14.JPEG,77
n02100236,n02100236/sketch_19.JPEG,121
n04356056,n04356056/sketch_44.JPEG,404
n02112350,n02112350/sketch_0.JPEG,155
n01644900,n01644900/sketch_14.JPEG,23
n04589890,n04589890/sketch_24.JPEG,452
n04254680,n04254680/sketch_15.JPEG,387
n02895154,n02895154/sketch_9.JPEG,252
n04127249,n04127249/sketch_39.JPEG,368
n04553703,n04553703/sketch_5.JPEG,446
n02699494,n02699494/sketch_45.JPEG,227
n02002556,n02002556/sketch_21.JPEG,71
n04550184,n04550184/sketch_38.JPEG,445
n04553703,n04553703/sketch_47.JPEG,446
n02417914,n02417914/sketch_41.JPEG,202
n03394916,n03394916/sketch_18.JPEG,285
n02793495,n02793495/sketch_0.JPEG,236
n12768682,n12768682/sketch_35.JPEG,496
n02892201,n02892201/sketch_26.JPEG,250
n04418357,n04418357/sketch_0.JPEG,416
n04254680,n04254680/sketch_17.JPEG,387
n02101388,n02101388/sketch_8.JPEG,126
n06785654,n06785654/sketch_28.JPEG,460
n07745940,n07745940/sketch_4.JPEG,475
n02105162,n02105162/sketch_33.JPEG,133
n01704323,n01704323/sketch_38.JPEG,30
n04317175,n04317175/sketch_11.JPEG,395
n02793495,n02793495/sketch_33.JPEG,236
n02134084,n02134084/sketch_13.JPEG,176
n02094114,n02094114/sketch_50.JPEG,107
n02361337,n02361337/sketch_37.JPEG,190
n01644900,n01644900/sketch_18.JPEG,23
n02971356,n02971356/sketch_37.JPEG,258
n03134739,n03134739/sketch_44.JPEG,271
n02104029,n02104029/sketch_27.JPEG,131
n03544143,n03544143/sketch_38.JPEG,298
n01580077,n01580077/sketch_34.JPEG,12
n02097130,n02097130/sketch_1.JPEG,114
n04296562,n04296562/sketch_45.JPEG,393
n03792782,n03792782/sketch_40.JPEG,324
n04517823,n04517823/sketch_50.JPEG,437
n04370456,n04370456/sketch_35.JPEG,407
n01773797,n01773797/sketch_19.JPEG,44
n02101006,n02101006/sketch_39.JPEG,125
n07873807,n07873807/sketch_11.JPEG,482
n02104029,n02104029/sketch_10.JPEG,131
n01818515,n01818515/sketch_9.JPEG,51
n02132136,n02132136/sketch_25.JPEG,174
n04579432,n04579432/sketch_38.JPEG,450
n02389026,n02389026/sketch_0.JPEG,192
n04483307,n04483307/sketch_9.JPEG,427
n02793495,n02793495/sketch_40.JPEG,236
n04019541,n04019541/sketch_23.JPEG,353
n02165456,n02165456/sketch_6.JPEG,177
n04127249,n04127249/sketch_33.JPEG,368
n01534433,n01534433/sketch_5.JPEG,9
n07615774,n07615774/sketch_31.JPEG,466
n02091134,n02091134/sketch_45.JPEG,100
n02879718,n02879718/sketch_4.JPEG,248
n02086240,n02086240/sketch_18.JPEG,87
n09288635,n09288635/sketch_26.JPEG,488
n02708093,n02708093/sketch_26.JPEG,229
n04404412,n04404412/sketch_44.JPEG,414
n07860988,n07860988/sketch_34.JPEG,481
n04493381,n04493381/sketch_49.JPEG,432
n03792782,n03792782/sketch_5.JPEG,324
n03271574,n03271574/sketch_18.JPEG,276
n12144580,n12144580/sketch_3.JPEG,494
n03763968,n03763968/sketch_28.JPEG,317
n04606251,n04606251/sketch_19.JPEG,458
n02279972,n02279972/sketch_45.JPEG,182
n02110958,n02110958/sketch_9.JPEG,150
n04371430,n04371430/sketch_35.JPEG,408
n02018795,n02018795/sketch_44.JPEG,76
n03534580,n03534580/sketch_31.JPEG,297
n02100735,n02100735/sketch_31.JPEG,123
n02749479,n02749479/sketch_29.JPEG,232
n01698640,n01698640/sketch_25.JPEG,29
n04081281,n04081281/sketch_19.JPEG,363
n03787032,n03787032/sketch_31.JPEG,322
